seg_id,s_start,s_end,length_m,n_samples,valid_ratio,mean_speed_mps,mean_speed_kmh,grms,iri_psd_raw,iri_psd,psd_band_power,psd_sqrt_scalar,psd_scalar_mode,psd_n_samples_used,psd_df_hz,fs_used_hz,iri_multi,anomaly_count
9,900.1805099170608,999.9329642667027,99.75245434964188,395,1.0,13.33727983485677,48.01420740548437,0.10254307410578205,-0.7586503891659506,0.0,0.007348434685799137,0.0857230114135005,band_power_sqrt,395,0.25062656641596814,52.631578947353304,5.589115044673891,0
10,1000.1922592374978,1099.853586769172,99.66132753167415,371,1.0,14.175141226700683,51.03050841612246,0.10712619027297418,-0.764433428122195,0.0,0.0061232792317324,0.07825138485504522,band_power_sqrt,371,0.25062656641596814,52.631578947353304,5.638759389568713,0
11,1100.1232599437394,1199.9504508226398,99.82719087890041,465,1.0,11.32818340653372,40.78146026352139,0.1044085580364518,-0.7521191964284307,0.0,0.008866340045733194,0.09416124492450806,band_power_sqrt,465,0.25062656641596814,52.631578947353304,6.1169510245829715,0
12,1200.0810668730385,1299.9357625119715,99.85469563893298,1704,1.0,3.089074855009027,11.120669478032497,0.0339481254923585,-0.8076197271189527,0.0,0.0005042329945109923,0.022455132921249704,band_power_sqrt,1704,0.25062656641596814,52.631578947353304,4.351029506093529,0
13,1300.174556796988,1399.9584195749112,99.7838627779231,357,1.0,14.74398421099152,53.07834315956948,0.041353673667165455,-0.7984800188957661,0.0,0.0011739902746378049,0.03426354147833824,band_power_sqrt,357,0.25062656641596814,52.631578947353304,2.206216269357597,0
14,1400.2617886612054,1499.939668558802,99.67787989759654,382,1.0,13.770842996653952,49.57503478795423,0.07122625885932438,-0.7916684522704226,0.0,0.0018545094012263747,0.04306401515449267,band_power_sqrt,382,0.25062656641596814,52.631578947353304,3.9196032585239484,0
15,1500.1605189166903,1599.9065696141404,99.74605069745007,3421,1.0,1.5386848090398617,5.5392653125435025,0.0182035583913979,-0.8127849166452977,0.0,0.000249063994154873,0.015781761440183825,band_power_sqrt,3421,0.25062656641596814,52.631578947353304,3.893647139502532,0
16,1600.044608612888,1699.7614695549742,99.71686094208621,451,1.0,11.653739075587307,41.9534606721143,0.022343594979682208,-0.8135834178230702,0.0,0.00021756563207771782,0.014750106171743911,band_power_sqrt,451,0.25062656641596814,52.631578947353304,1.91712205905075,0
17,1700.0840979221714,1799.9771044739969,99.89300655182547,322,1.0,16.376802213821367,58.95648796975692,0.03570456372875866,-0.8055917969393491,0.0,0.0006287655423409683,0.025075197752778906,band_power_sqrt,322,0.25062656641596814,52.631578947353304,1.5692643686457197,0
18,1800.2158361579468,1899.909759442186,99.69392328423919,1500,1.0,3.511242119852772,12.640471631469978,0.012342761542190935,-0.8201161762516993,0.0,3.981420454911446e-05,0.006309849804005992,band_power_sqrt,1500,0.25062656641596814,52.631578947353304,3.172659462914849,0
19,1900.0553632252556,1999.8398505344028,99.78448730914715,407,1.0,12.908372828506305,46.4701421826227,0.029572513846219495,-0.8078984287414587,0.0,0.000488191380577699,0.022095053305608906,band_power_sqrt,407,0.25062656641596814,52.631578947353304,2.0098803657844027,0
20,2000.154580773566,2099.6415500242624,99.48696925069635,281,1.0,18.68723613596519,67.27405008947468,0.0484389624940145,-0.7900511943084861,0.0,0.0020388381762300404,0.04515349572547003,band_power_sqrt,281,0.25062656641596814,52.631578947353304,1.7110055873303276,0
21,2100.014742189817,2199.7799700762503,99.76522788643342,273,1.0,19.30726298483559,69.50614674540812,0.04269704686922635,-0.794054452712053,0.0,0.0015985065283045255,0.039981327245409516,band_power_sqrt,273,0.25062656641596814,52.631578947353304,1.2881465937349823,0
22,2200.1360348339585,2299.7066535060753,99.57061867211678,285,1.0,18.453688631267863,66.4332790725643,0.0402774921428548,-0.8041983021555899,0.0,0.0007222967256410454,0.02687557861034894,band_power_sqrt,285,0.25062656641596814,52.631578947353304,1.3507666602745942,0
23,2300.0543685500948,2399.712043310533,99.65767476043811,285,1.0,18.466392407570005,66.47901266725202,0.05260067513357501,-0.797873995883024,0.0,0.0012282583501161768,0.03504651694699741,band_power_sqrt,285,0.25062656641596814,52.631578947353304,1.968125212686373,0
24,2400.0645062484587,2499.9946555512197,99.93014930276104,285,1.0,18.520660182402175,66.67437665664784,0.0449793790824222,-0.7973761515076628,0.0,0.0012737565943679824,0.03568972673428563,band_power_sqrt,285,0.25062656641596814,52.631578947353304,1.5728997560286144,0
25,2500.3526595161447,2599.784523650169,99.43186413402418,275,1.0,19.09839634810136,68.7542268531649,0.05897844328385424,-0.8027232494246618,0.0,0.0008283650424918217,0.028781331492685004,band_power_sqrt,275,0.25062656641596814,52.631578947353304,2.1525416548536516,0
26,2600.1400438378064,2699.9713710863543,99.83132724854795,321,1.0,16.407224307127386,59.06600750565859,0.10493035039032315,-0.7556270343280411,0.0,0.00803338535698772,0.08962915461493386,band_power_sqrt,321,0.25062656641596814,52.631578947353304,5.046134781301546,0
27,2700.189898785175,2799.8389189585077,99.6490201733327,2902,1.0,1.8149045960765195,6.533656545875471,0.016349647290983017,-0.8159309904122126,0.0,0.00013728965090135172,0.011717066650888,band_power_sqrt,2902,0.25062656641596814,52.631578947353304,3.7406948589297366,0
28,2800.0344707314216,2899.8515964637445,99.81712573232289,424,1.0,12.396935631634973,44.6289682738859,0.04346131033777546,-0.8019436763044562,0.0,0.0008873566331378549,0.029788531906387312,band_power_sqrt,424,0.25062656641596814,52.631578947353304,2.819235039763707,0
29,2900.0945023736485,2999.8136913463995,99.719188972751,470,1.0,11.198118300632213,40.31322588227597,0.04104465563178508,-0.8002125124188404,0.0,0.0010256120101391774,0.032025177753436086,band_power_sqrt,470,0.25062656641596814,52.631578947353304,2.956573518454867,0
30,3000.029131614303,3099.90293606715,99.87380445284725,528,1.0,9.982956138313803,35.938642097929694,0.048767263943593715,-0.8068671633512505,0.0,0.0005488448292540992,0.023427437530683957,band_power_sqrt,528,0.25062656641596814,52.631578947353304,3.6076501957658538,0
31,3100.0466625744293,3199.784320099886,99.7376575254566,470,1.0,11.183299414260942,40.25987789133939,0.059503204696210364,-0.8018903027534551,0.0,0.0008914697080620204,0.029857489982616094,band_power_sqrt,470,0.25062656641596814,52.631578947353304,3.888608586832942,0
32,3200.0613450168307,3299.7928164292343,99.73147141240361,352,1.0,14.950244901287117,53.82088164463362,0.07208571747617142,-0.7828094630416818,0.0,0.002971311501097046,0.05450973767224574,band_power_sqrt,352,0.25062656641596814,52.631578947353304,3.708100404722928,0
33,3300.0768112041123,3399.718096554347,99.64128535023474,339,1.0,15.508693151072803,55.831295343862095,0.07016573552408674,-0.7837375025694895,0.0,0.002842032887651795,0.053310720194458025,band_power_sqrt,339,0.25062656641596814,52.631578947353304,3.490862090940319,0
34,3400.0065896951196,3499.9982919731056,99.99170227798595,354,1.0,14.914406862260943,53.6918647041394,0.10348454683497348,-0.7642160019171695,0.0,0.006167321713661596,0.07853229726463881,band_power_sqrt,354,0.25062656641596814,52.631578947353304,5.295830514487501,0
35,3500.278890684554,3599.791645765523,99.51275508096887,360,1.0,14.58961943177326,52.52262995438374,0.07455880331599792,-0.7921910104848925,0.0,0.0017968167528033666,0.04238887534251607,band_power_sqrt,360,0.25062656641596814,52.631578947353304,3.910441185597991,0
36,3600.0722450406147,3699.7811869555367,99.70894191492198,334,1.0,15.762881309416171,56.74637271389822,0.09807815984483634,-0.7597734838100834,0.0,0.00710176741227064,0.08427198474149425,band_power_sqrt,334,0.25062656641596814,52.631578947353304,4.8405106405582705,0
37,3700.0851032217683,3799.9079406899496,99.8228374681812,320,1.0,16.47394512304181,59.306202442950514,0.08345818303528071,-0.7725173551821941,0.0,0.004597793947799541,0.06780703464832791,band_power_sqrt,320,0.25062656641596814,52.631578947353304,3.9512436237582946,0
38,3800.2226412522414,3899.9174963842993,99.69485513205791,320,1.0,16.432148528788286,59.15573470363783,0.08003332933156719,-0.7767972608011433,0.0,0.003878479635760726,0.062277440825396206,band_power_sqrt,320,0.25062656641596814,52.631578947353304,3.787933049746191,0
39,3900.2188634268646,3999.9004871492516,99.68162372238703,368,1.0,14.292962258417548,51.45466413030317,0.0566672217780784,-0.7937880575304266,0.0,0.0016261465201810063,0.04032550706663224,band_power_sqrt,368,0.25062656641596814,52.631578947353304,3.074214752054714,0
40,4000.1320208502593,4099.999495478665,99.86747462840594,444,1.0,11.874143425428786,42.74691633154363,0.05680051600736519,-0.7858809238666856,0.0,0.0025544373627453664,0.05054144203270586,band_power_sqrt,444,0.25062656641596814,52.631578947353304,3.6033869855979983,0
41,4100.22418034024,4199.926159291586,99.70197895134606,524,1.0,10.036812498920103,36.13252499611237,0.04690519938788801,-0.7878273351119789,0.0,0.00230656379971341,0.048026698821732584,band_power_sqrt,524,0.25062656641596814,52.631578947353304,3.502318133431782,0
42,4200.084394063962,4299.919557874418,99.83516381045683,1147,1.0,4.58913998915691,16.520903960964876,0.024518791086845678,-0.8114075710375916,0.0,0.0003083984754824353,0.017561277729209665,band_power_sqrt,1147,0.25062656641596814,52.631578947353304,3.552531329832182,0
43,4300.070981376212,4399.980016263299,99.90903488708682,518,1.0,10.164816305690838,36.59333870048702,0.040705474036776206,-0.8029173398329649,0.0,0.0008139933498466946,0.028530568691259812,band_power_sqrt,518,0.25062656641596814,52.631578947353304,3.1626991315013573,0
44,4400.174209160094,4499.9628509270415,99.78864176694788,524,1.0,10.049751788817323,36.17910643974236,0.037239297700357346,-0.8036305112588046,0.0,0.0007622656375152294,0.027609158580355713,band_power_sqrt,524,0.25062656641596814,52.631578947353304,3.0131350738974394,0
45,4500.191938625726,4599.937395610353,99.7454569846268,422,1.0,12.455025190749012,44.83809068669645,0.05746054850427899,-0.7945069123317446,0.0,0.0015521042330921319,0.03939675409335307,band_power_sqrt,422,0.25062656641596814,52.631578947353304,3.5111293595335322,0
46,4600.173793725738,4699.96869377961,99.79490005387197,423,1.0,12.446529427034228,44.80750593732322,0.052018665766624214,-0.8023988143220595,0.0,0.0008526691004959973,0.029200498291912715,band_power_sqrt,423,0.25062656641596814,52.631578947353304,3.239128905137137,0
47,4700.19245042039,4799.873440808102,99.68099038771197,460,1.0,11.437462608645358,41.17486539112329,0.06728827301360195,-0.7957981035727618,0.0,0.0014234433610212129,0.037728548355604845,band_power_sqrt,460,0.25062656641596814,52.631578947353304,4.225453974577052,0
48,4800.1104286730015,4899.878053677712,99.76762500471068,427,1.0,12.321122934471585,44.356042564097706,0.05655371987530406,-0.804163728479827,0.0,0.0007246997223430246,0.026920247442083895,band_power_sqrt,427,0.25062656641596814,52.631578947353304,3.4944206302794383,0
49,4900.087678923882,4999.888914554069,99.80123563018697,533,1.0,9.885222905560541,35.58680246001795,0.03705736871401921,-0.8087483687950578,0.0,0.00044087147009970213,0.020996939541268918,band_power_sqrt,533,0.25062656641596814,52.631578947353304,3.0395186460883696,0
50,5000.06841819659,5099.906335032022,99.83791683543222,554,1.0,9.493923877627507,34.178125959459024,0.0886884187550832,-0.7901009839427173,0.0,0.002033033073877888,0.04508916803266487,band_power_sqrt,554,0.25062656641596814,52.631578947353304,5.722113674188245,0
51,5100.045196660864,5199.807018688171,99.76182202730706,1004,1.0,5.237186989307914,18.853873161508492,0.060185375199469246,-0.7944039717532543,0.0,0.0015626013134821936,0.039529752256777344,band_power_sqrt,1004,0.25062656641596814,52.631578947353304,5.207295690346783,0
52,5200.024902913561,5299.840875353762,99.81597244020122,471,1.0,11.177520713628816,40.23907456906374,0.07035581291491036,-0.7894585448886098,0.0,0.0021085722536622444,0.045919192650374904,band_power_sqrt,471,0.25062656641596814,52.631578947353304,4.4359600317344645,0
53,5300.026930071463,5399.904676310207,99.8777462387443,4306,1.0,1.223220415149434,4.4035934945379624,0.012022010369633065,-0.8207897743745889,0.0,2.9588899934011638e-05,0.005439567991487158,band_power_sqrt,4306,0.25062656641596814,52.631578947353304,3.650731952127658,0
54,5400.0544559856835,5499.822283792993,99.76782780730991,517,1.0,10.172282417720941,36.62021670379539,0.023814408787661688,-0.8134465081466722,0.0,0.00022281509191640465,0.014926992058563059,band_power_sqrt,517,0.25062656641596814,52.631578947353304,2.3111280479674123,0
55,5500.051908154902,5599.812853499828,99.76094534492586,413,1.0,12.74642936623866,45.88714571845917,0.026347297139765115,-0.8069945004035934,0.0,0.0005411634178571614,0.023262919375202275,band_power_sqrt,413,0.25062656641596814,52.631578947353304,1.8825672489654295,0
56,5600.0779887859335,5699.939503681897,99.86151489596341,370,1.0,14.2296463955508,51.22672702398288,0.024061675534981314,-0.8083868545897419,0.0,0.0004607038179168912,0.02146401215795619,band_power_sqrt,370,0.25062656641596814,52.631578947353304,1.4471798914812863,0
57,5700.187261151529,5799.930358507594,99.74309735606494,447,1.0,11.78012067582252,42.40843443296107,0.022952323439548086,-0.811946228576628,0.0,0.0002844396176338919,0.016865337756294473,band_power_sqrt,447,0.25062656641596814,52.631578947353304,1.9204548495003948,0
58,5800.15707751377,5899.8502777168815,99.6932002031117,394,1.0,13.34355519665986,48.0367987079755,0.01894405171658792,-0.815676275503856,0.0,0.0001451098666613173,0.012046155679772585,band_power_sqrt,394,0.25062656641596814,52.631578947353304,1.381056759900173,0
59,5900.123264994162,5999.938733741458,99.81546874729611,423,1.0,12.451122375917546,44.82404055330316,0.019397438307285835,-0.8129986185499861,0.0,0.00024042551647660145,0.015505660788131587,band_power_sqrt,423,0.25062656641596814,52.631578947353304,1.596636662424432,0
60,6000.116915465967,6099.911223513496,99.79430804752883,534,1.0,9.856276276200935,35.482594594323366,0.01777181976827049,-0.8172464235742292,0.0,0.00010035111970813243,0.010017540601771097,band_power_sqrt,534,0.25062656641596814,52.631578947353304,2.0753222950799692,0
61,6100.11514869451,6199.966630995026,99.85148230051618,565,1.0,9.327898522934541,33.58043468256435,0.03618201031978515,-0.8033007104912141,0.0,0.0007859756778540676,0.028035257763289204,band_power_sqrt,565,0.25062656641596814,52.631578947353304,3.1158526783377267,0
62,6200.154853711576,6299.980778366828,99.82592465525249,447,1.0,11.768733239421355,42.367439661916876,0.05389364101362341,-0.7880683710284219,0.0,0.002276748223087404,0.04771528290901568,band_power_sqrt,447,0.25062656641596814,52.631578947353304,3.479881636090517,0
63,6300.2272159255135,6399.920148542229,99.69293261671555,403,1.0,13.050476631791518,46.98171587444947,0.048482319443146835,-0.7902258720680582,0.0,0.0020185084587382085,0.04492781386555781,band_power_sqrt,403,0.25062656641596814,52.631578947353304,2.9307273619121803,0
64,6400.172530401164,6499.920953672857,99.74842327169245,492,1.0,10.698907238923683,38.51606606012526,0.08275330280935127,-0.7881114881070016,0.0,0.0022714351929970116,0.0476595760891451,band_power_sqrt,492,0.25062656641596814,52.631578947353304,5.16318223375904,0
65,6500.064345249594,6599.805303254279,99.74095800468513,482,1.0,10.905805277927193,39.2608990005379,0.05635720071979528,-0.7828567254359988,0.0,0.0029646582252949275,0.054448675147288274,band_power_sqrt,482,0.25062656641596814,52.631578947353304,3.790240400187825,0
66,6600.033337235676,6699.855137562404,99.8218003267275,458,1.0,11.498316601932197,41.39393976695591,0.08361465205517245,-0.7723939293919271,0.0,0.004619445053418187,0.06796649949363427,band_power_sqrt,458,0.25062656641596814,52.631578947353304,5.0338529053989225,0
67,6700.074832812845,6799.909314384794,99.83448157194925,1224,1.0,4.302909841620806,15.4904754298349,0.03502449299648056,-0.8027908035134572,0.0,0.0008233486378654145,0.028694052308194714,band_power_sqrt,1224,0.25062656641596814,52.631578947353304,4.143003961792807,0
68,6800.109059060082,6899.990500977741,99.88144191765969,390,1.0,13.492938462668231,48.57457846560563,0.03364458213177132,-0.8020769024305193,0.0,0.0008771314527370929,0.029616405128527888,band_power_sqrt,390,0.25062656641596814,52.631578947353304,2.0885206649343946,0
69,6900.230764228204,6999.980181782865,99.7494175546608,622,1.0,8.474114994758022,30.50681398112888,0.02917958146389383,-0.8090440598260711,0.0,0.00042497450546174055,0.020614909785437834,band_power_sqrt,622,0.25062656641596814,52.631578947353304,2.9479077003954046,0
70,7000.148403358823,7099.921465319713,99.77306196089012,477,1.0,11.027730116143589,39.69982841811692,0.042369244646039764,-0.7927639280746818,0.0,0.0017346118575511055,0.04164867173813717,band_power_sqrt,477,0.25062656641596814,52.631578947353304,3.0600306855017045,0
71,7100.170340225387,7199.92473636618,99.75439614079278,340,1.0,15.46891731340059,55.688102328242124,0.03191358460633499,-0.8051891490605169,0.0,0.0006551252511307706,0.025595414650494933,band_power_sqrt,340,0.25062656641596814,52.631578947353304,1.5746054376962482,0
72,7200.259257909974,7299.9895889318905,99.73033102191675,274,1.0,19.220953293292943,69.1954318558546,0.03743918000542966,-0.7980843113107674,0.0,0.001209286129999667,0.03477479158815574,band_power_sqrt,274,0.25062656641596814,52.631578947353304,1.042213626521944,0
73,7300.377796063902,7399.79387162064,99.41607555673818,253,1.0,20.761909987532906,74.74287595511846,0.05598375364283721,-0.7830296012831542,0.0,0.0029403854743822225,0.05422532133959394,band_power_sqrt,253,0.25062656641596814,52.631578947353304,1.642529926000459,0
74,7400.189436030281,7499.8621588869,99.67272285661875,274,1.0,19.220950257362997,69.19542092650678,0.05563793420467301,-0.7962793203512775,0.0,0.001376916183396673,0.03710682125157951,band_power_sqrt,274,0.25062656641596814,52.631578947353304,1.9579755935887393,0
75,7500.174378029434,7599.9825928319115,99.80821480247778,323,1.0,16.319070443687,58.748653597273204,0.04025697612163484,-0.804991014463679,0.0,0.0006682950113052414,0.025851402501706585,band_power_sqrt,323,0.25062656641596814,52.631578947353304,1.810811822604272,0
76,7600.3220049892225,7699.900854449173,99.5788494599501,279,1.0,18.835138748427934,67.80649949434056,0.041663108383753096,-0.8058126283878244,0.0,0.000614538438167642,0.02478988580384432,band_power_sqrt,279,0.25062656641596814,52.631578947353304,1.3380976442100216,0
77,7700.261125705666,7799.745417799694,99.4842920940282,272,1.0,19.328172741189483,69.58142186828215,0.04165686713433165,-0.8021203561947507,0.0,0.0008738091672092973,0.02956026331427542,band_power_sqrt,272,0.25062656641596814,52.631578947353304,1.2312882421026394,0
78,7800.110745351213,7899.970982432386,99.86023708117318,293,1.0,17.99240584924846,64.77266105729446,0.03400277154998655,-0.807217509134462,0.0,0.0005278411777185859,0.02297479439991979,band_power_sqrt,293,0.25062656641596814,52.631578947353304,1.134659800957655,0
79,7900.2825427148755,7999.88732181969,99.60477910481495,595,1.0,8.852447364898325,31.86881051363397,0.01723045463579319,-0.8171960584115684,0.0,0.00010165906214846209,0.010082611871358636,band_power_sqrt,595,0.25062656641596814,52.631578947353304,2.264907846455075,0
80,8000.064773055916,8099.978657633095,99.91388457717949,536,1.0,9.82007754702181,35.35227916927852,0.021595441459972088,-0.8137015725805533,0.0,0.0002130855887274797,0.014597451446313487,band_power_sqrt,536,0.25062656641596814,52.631578947353304,2.275545864109084,0
81,8100.181300981163,8199.858598793246,99.67729781208254,463,1.0,11.347000590021887,40.84920212407879,0.03232844341680712,-0.8009450200624629,0.0,0.0009658909049858601,0.031078785449014254,band_power_sqrt,463,0.25062656641596814,52.631578947353304,2.4858151452890063,0
82,8200.061645726864,8299.999205758184,99.93756003131966,491,1.0,10.73997321088368,38.66390355918125,0.037828576949430724,-0.8055189582790417,0.0,0.0006334938914824099,0.025169304549041673,band_power_sqrt,491,0.25062656641596814,52.631578947353304,2.8936997785444785,0
83,8300.225862413485,8399.827737029502,99.60187461601708,403,1.0,13.03347534456844,46.92051124044639,0.05905794131835249,-0.7914694877642995,0.0,0.00187671555994308,0.04332107523992312,band_power_sqrt,403,0.25062656641596814,52.631578947353304,3.466564932712714,0
84,8400.065327656555,8499.915065973482,99.84973831692696,707,1.0,7.452949894032368,26.830619618516526,0.04625578410185076,-0.7922220220498177,0.0,0.0017934216001018817,0.04234880872116572,band_power_sqrt,707,0.25062656641596814,52.631578947353304,4.0277538788941385,0
85,8500.041255305425,8599.988033284842,99.94677797941767,608,1.0,8.663799731003092,31.18967903161113,0.07919653600115893,-0.7663186157007851,0.0,0.005748026733289502,0.07581574198864971,band_power_sqrt,608,0.25062656641596814,52.631578947353304,5.423788949681649,0
86,8600.175024478387,8699.907903705087,99.73287922669988,598,1.0,8.793270477856725,31.65577372028421,0.06197018872276045,-0.7940803673151033,0.0,0.0015958303877453394,0.039947845846119656,band_power_sqrt,598,0.25062656641596814,52.631578947353304,4.528993473312253,0
87,8700.08043742308,8799.950458318302,99.8700208952232,1295,1.0,4.064674425367101,14.632827931321563,0.09496825436912583,-0.7590089152084072,0.0,0.007269233406063973,0.08525979947234202,band_power_sqrt,1295,0.25062656641596814,52.631578947353304,7.210832883975118,0
88,8800.015851255659,8899.983733421448,99.96788216578898,943,1.0,5.585333703716864,20.10720133338071,0.07375823277918962,-0.7820658336337206,0.0,0.003076976279415883,0.05547049918123942,band_power_sqrt,943,0.25062656641596814,52.631578947353304,5.815082193445979,0
89,8900.142380275256,8999.975411294396,99.83303101913953,670,1.0,7.854736526900768,28.277051496842766,0.0933021607850734,-0.7635303205614613,0.0,0.006307248980557893,0.07941819048906801,band_power_sqrt,670,0.25062656641596814,52.631578947353304,6.308341640894327,0
90,9000.12130798283,9099.922392080238,99.80108409740751,709,1.0,7.4177800571178905,26.704008205624405,0.10999309553793443,-0.7756621773022185,0.0,0.0040632920506875805,0.06374395697387777,band_power_sqrt,709,0.25062656641596814,52.631578947353304,7.242612075131396,0
91,9100.00076718955,9199.86931272653,99.8685455369814,1251,1.0,4.207671402280515,15.147617048209854,0.10940811197072359,-0.7369423219255448,0.0,0.012943524140283338,0.11376960991531675,band_power_sqrt,1251,0.25062656641596814,52.631578947353304,7.906559171474219,0
92,9200.005485503967,9299.82728278016,99.82179727619223,559,1.0,9.406578233754901,33.863681641517644,0.1260532741839992,-0.7341171110787027,0.0,0.013787398424708795,0.11741975312829096,band_power_sqrt,559,0.25062656641596814,52.631578947353304,7.621179858447781,0
93,9300.021820301798,9399.983190824272,99.96137052247468,500,1.0,10.533853963042729,37.92187426695382,0.08592140307479235,-0.7611888897891249,0.0,0.006796896865079628,0.08244329484609181,band_power_sqrt,500,0.25062656641596814,52.631578947353304,5.358252546706321,0
94,9400.177256949191,9499.876183460567,99.69892651137525,929,1.0,5.664437936869898,20.391976572731632,0.07389447318094573,-0.7676579242162315,0.0,0.005488641933897288,0.07408536922967508,band_power_sqrt,929,0.25062656641596814,52.631578947353304,5.80485129610129,0
95,9500.02433854299,9599.941378945912,99.9170404029228,853,1.0,6.17783573265046,22.240208637541656,0.0900102125098787,-0.7641895054148924,0.0,0.0061726997103629605,0.07856653047171525,band_power_sqrt,853,0.25062656641596814,52.631578947353304,6.5049013752445966,0
96,9600.072160170897,9699.831938958883,99.75977878798585,482,1.0,10.91662102903021,39.29983570450876,0.07851273573866534,-0.7797906080371952,0.0,0.0034117359427626977,0.05841006713540653,band_power_sqrt,482,0.25062656641596814,52.631578947353304,4.902770720099114,0
97,9700.117150205231,9799.746385711238,99.62923550600681,325,1.0,16.159969793724333,58.1758912574076,0.08823302372388865,-0.7635046630346931,0.0,0.006312515387824965,0.0794513397484584,band_power_sqrt,325,0.25062656641596814,52.631578947353304,4.25933227834162,0
98,9800.085889625978,9899.715648455665,99.62975882968749,285,1.0,18.458912477130276,66.452084917669,0.14491386029062103,-0.7210690358570673,0.0,0.018030509163577856,0.13427773145081748,band_power_sqrt,285,0.25062656641596814,52.631578947353304,6.61494035476391,0
99,9900.069560275819,9999.894221943594,99.82466166777522,273,1.0,19.306089250795306,69.50192130286311,0.10926425714510138,-0.7325869383926426,0.0,0.014255576847754277,0.11939672042294243,band_power_sqrt,273,0.25062656641596814,52.631578947353304,4.638062141369715,0
100,10000.259044873228,10099.726900809836,99.46785593660752,287,1.0,18.31361270408409,65.92900573470273,0.08638196212901794,-0.7708032233337361,0.0,0.004903035008935236,0.07002167527941071,band_power_sqrt,287,0.25062656641596814,52.631578947353304,3.7009999902500192,0
101,10100.070711108432,10199.789400138889,99.71868903045652,298,1.0,17.67874088762081,63.64346719543491,0.05645303191025998,-0.8089317207852016,0.0,0.00043097970361810547,0.020760050665114126,band_power_sqrt,298,0.25062656641596814,52.631578947353304,2.3321085339981877,0
102,10200.115148965579,10299.705004202344,99.58985523676529,300,1.0,17.521046968579476,63.07576908688612,0.04748480554316275,-0.7966510360245127,0.0,0.0013415055159670434,0.03662656844378195,band_power_sqrt,300,0.25062656641596814,52.631578947353304,1.914889269718782,0
103,10300.048862472835,10399.82940754572,99.7805450728847,344,1.0,15.318594393659998,55.14693981717599,0.11079038311726104,-0.7577364058997813,0.0,0.007552282333592006,0.08690386834653568,band_power_sqrt,344,0.25062656641596814,52.631578947353304,5.576155689430015,0
104,10400.082399152232,10499.992438136518,99.91003898428607,367,1.0,14.372608925325146,51.74139213117053,0.049168737127206104,-0.7890824719638616,0.0,0.0021534309840934777,0.04640507498209089,band_power_sqrt,367,0.25062656641596814,52.631578947353304,2.6796873243707795,0
